tux̌ʷ čəɬ p̕aƛ'aƛ' tukʷədalikʷ tulʼʔa,Just the worthless stuff we selected from there.,
tux̌ʷ əlgʷəʔ p̕aƛ'aƛ' səsʔuləx̌s,They just casually collected them.,
"ʔu tux̌ʷ, siʔab, ʔubəčalq čəɬ ʔə tsiʔəʔ ʔacəc","Oh, Sir, we just killed this",
tux̌ʷ təqʷ tiʔiɬ dəxʷʔas,Because that was very secure where she was.,
tux̌ʷ ʔəshaydxʷ əlgʷəʔ,For then they knew.,
qʼəbəɬ ʔu kʷsi x̌aʔx̌alus tux̌ʷ gʷədsəsx̌ʷalʼ,Would even a raccoon simply get the better of me? (Wouldn't I succeed even in hunting raccoon?),
"x̌ʷulʼab ʔə kʷsi x̌aʔx̌alus ʔəliqs tsi xʷiʔ ləhaʔɬ sqigʷəc tux̌ʷ gʷədsəsx̌ʷalʼ, tux̌ʷ gʷədəxʷəstagʷəxʷ čəɬ",Could (something) similar to the lowly raccoon (or) the likes of the common deer nevertheless get the better of me and be the cause of our hunger?,
ƛ'əllʔa huʔxʷ tux̌ʷəxʷ ɬulčil əlgʷəʔ,Wait until they get here.,
tux̌ʷəxʷ ɬuɬčil əlgʷəʔ čəxʷa ɬuhuydaliɬəd,Wait for them to get here and then prepare the food.,
tux̌ʷux̌ʷ ʔutab,It wasn't much of an event.,
ƛ'uastux̌ʷtux̌ʷ ʔal tiiɬ swatixʷtəd,(The blackberry bush) sends runners on the ground.,
tux̌ʷəgʷi tiiɬ bəc̕ac,The snake crawls.,
ƛ'uutux̌ʷud tiʔiɬ dəxʷsxʷtux̌ʷtux̌ʷalikʷ ʔə tiʔəʔ cədiɬ tupəlʼ.,He would stretch it out which is why Spider is the one who stretches things.,
tux̌ʷəb ʔə ti adhuyq,Stretch your net.,
tuasʔistaʔəb ʔə tiʔəʔ qʷɬayʔ tux̌ʷadiʔ,It was like this stick that is stretched out.,
diɬ ƛ'utux̌ʷalikʷ dxʷgʷəd.,That is the one who stretches something downward.,
"tux̌ʷ ƛ'uastux̌ʷtux̌ʷ dəxʷɬid ʔə tiʔiɬ bəkʼʷ stab, č'ic̕qs, tiʔəʔ stab, tiʔəʔ x̌ʷəx̌ʷayuʔ, tiʔəʔ bəkʼʷ huyus titčulbixʷ.","But the stretched (web) is where everything, mosquitos, flies and all creatures (lit., little animals) get tied.",
ʔu tugʷətxʷadəxʷəs tiʔiɬ buʔqʷ,With a roar those ducks took to flight abruptly.,
ʔəstəx̌təx̌abačiʔb čəd,I have chapped hands.,
tuasx̌əc čəd gʷətx̌ʷudəd,I was afraid to pull it.,
təx̌ʷud ti ƛ'ac̕aps,He pulled on his belt.,
ʔutx̌ʷayqsəd čəd,I pulled his beard.,
lətəx̌ʷgʷiɬ əlgʷəʔ,They're dragging the canoe (over a portage).,
gʷətx̌ʷilctəbəs,if she were dragged by (her) forelock,
x̌kʼʷusəd čxʷa tx̌ʷusəd,Turn it over and drag it.,
titx̌ʷud ʔə kʷi ɬixʷaɬ,lightly pull on it three times,
ƛ'uǰəctxʷ čəɬ tiʔəʔ x̌payʔ ʔal tiʔəʔ ƛ'ust'aʔč'əd čəɬ kʷi sdᶻixʷbid ʔə kʷi ɬusšabad čəɬ,We use this cedar when we lace cedar strips before we dry (the salmon).,
t'ababac ti adsugʷəgʷadgʷəd,Talk slowly.,
t'ababac ɬubakʷɬ čəxʷ,Slow down or you'll get hurt.,
x̌ʷulʼtxʷ t'ababəc,Go slowly.,
x̌əɬ ti t'ababəctxʷ,A little bit slower (please).,
t'abad gʷəstabəs tiʔiɬ,Guess what that is.,
t'abad ɬuʔəx̌idəd,Guess what I'm going to do.,
t'abad gʷədxʷčadəd,Guess where I'm going to go.,
t'abad gʷəčadəs kʷi ɬudsɬaɬlil,Guess where I'm going to live.,
x̌ʷulʼ čəd ɬut'abəd,Let me guess.,
ʔəst'abdub čəɬ diɬ dəxʷc̕əltəb čəɬ,We were guessed that is why we were beaten (in s^lahal).,
"ʔəsxʷət'xʷət'ič tiʔəʔ t'aɬšaad, tiʔəʔ bəkʼʷidup. tiʔəʔ t'ač'əd.","Dried salmon stacked and tied in bundles, all of these things. This salmon that is dried.",
t'agʷtəxʷ,noon,
ʔəst'agʷt ti ƛ'uiqs ʔal ti cildaliɬəd,The box is on the table.,
tiləbəxʷ lət'agʷt ʔal kʷədiʔ diič'uʔ swatixʷtəd ʔal kʷədiʔ dəxʷʔas šəq.,Suddenly he was going along on top of the world there where he was high up.,
ʔut'agʷtəd,laid it on top,
t'agʷtəd,Place it on top of something high.,
gʷəl bələt'agʷttəb ʔə tiʔiɬ dəč'uʔ,And he put another one on top.,
gʷast'agʷttxʷ,get them placed on top (of something),
t'ahaʔs gʷəadsgʷəgʷadad,"talk slowly, talk softly",
xʷiʔ lələcut'aldxʷ,Do not slice up (those).,
xʷiʔtxʷ lət'alx̌,Don't let him fall over backwards. (Said to someone holding a baby.),
ləst'aɬtxʷ,Carry it crossways (because you won't be able to manage it any other way).,
ʔut'aɬil,"It has fallen across (my road, door, etc.)",
ʔut'aɬildxʷ,"It has accidentally fallen across (my road, door, etc.)",
ʔəst'aɬiltxʷ,He has it crossways (as in criticizing someone's work).,
ʔəxʷt'aɬab,It is across the trail.,
ʔuxʷəƛ'ədxʷ čəxʷ ti adt'aɬidgʷas,You broke your collarbone.,
ʔəst'aɬt'aɬšəd,He is cross-footed. (an insult),
"ʔəsxʷət'xʷət'ič tiʔəʔ t'aɬšaad, tiʔəʔ bəkʼʷidup.","Dried salmon stacked and tied in bundles, all of these things.",
"putəxʷ ʔəsƛ'ax̌ əlgʷəʔ, huy xʷiʔ kʷi čad gʷədəxʷt'apildubuts","They were all cold, because there was no place that they could find shelter.",
ʔəst'aqšəd ti adscapaʔ,Your grandfather is waiting.,
ʔəst'aqšəd ti adscapaʔ dxʷʔal dəgʷi,Your grandfather is waiting for you.,
ʔəst'aqšədyicid ti adscapaʔ,Your grandfather is waiting for you.,
t'aqʼt tiʔiɬ bəsəsqʼəlbs ʔal ti swatwatixʷtəd,Up on shore it spends the night in trees.,
tiləb dxʷt'aqʼtəxʷ tiʔiɬ sɬalil ʔə tiʔiɬ čxʷəluʔ,All at once the whale landed way up on shore.,
tiʔiɬ skʼʷil ʔə tiʔiɬ bibščəb dxʷt'aqʼt,Little Mink looked up landward.,
dxʷt'aqʼt,up in the forest,
dxʷt'aqʼttxʷ ɬi!,"Take it to the shore, you folks!",
diɬ ʔu adsgʷaʔ adtaʔɬ ti ʔəsɬaqʼ ʔal tiʔiɬ t'aqʼtbid ʔə ti ʔalʔal,Is that your salmon spear lying behind the house?,
"dᶻəqiləxʷ dxʷʔal tiʔəʔ t'qʼtabac, ti st'qʼtabac stutələkʷ",He crawled up to the upper side (of) a creek.,
ti ʔalʔal t'əqʼtayucid ʔə tə šəgʷɬ,The house on the upper side of the road.,
t'əqʼtaladiʔ ʔə ti ʔalʔal,landward side of the house,
gʷəl t'ičib dxʷt'aqʼtucid,And he swam to the upperside of the river.,
gʷəl ɬalil dxʷt'aqʼtucid gʷəl dᶻəqil dxʷt'aqʼt,And he went ashore on the other side across the river and crawled up.,
"gʷəl ʔal tudiʔ ʔal kʷsi, little creek t'əqʼtyalus ʔə tiʔəʔ ʔal Clear Lake, ʔaʔ tsiʔiɬ č'ƛ'aʔ x̌ʷiləb","And it is there at the little creek at the upper end there at Clear Lake, there is the rock rope.",
ʔal t'at'aqʼt kʷədiʔ qʷɬayʔ dəxʷt'agʷtəds,On top of a log was where he put them.,
ʔut'asədəxʷ čəd,I paid for it.,
ʔut'asyid čəd,I paid him.,
ʔut'asəbiləxʷ čəd,I paid for it.,
ɬut'asəbil čəd ʔə tə sdəsx̌ʷilʼalikʷ,I will pay for what I owe.,
diɬəxʷ dəxʷut'asbil čəɬ,That's why we are paying him.,
ʔut'asəbildubut čəd,I paid (my bill).,
lət'ayəd,claiming,
t'ayiʔɬdubutəs,when he claimed the child,
ʔəst'əbš,It is braided.,
t'̌əbšədaxʷ tiʔəʔ cədiɬ sx̌ʷiƛ'əyʔ,She wove the mountain goat (wool).,
"tucuuc čəd gʷəxʷiʔəs gʷəsukʼʷit's dxʷʔal tə stuləkʷ, gʷəl gʷət'əbt'əbaʔ","I told him not to go down to the river, he might fall in.",
"t'əbuličəd, cəxʷʔut'iʔit'əb. ʔəsxʷəɬ c̕uʔbc̕ubc̕uʔb tə t'əbuličəd.","Galvanized bathtub, where I bathe. It has no barnacles, the galvanized bathtub.",
t'əčidəxʷ ʔə ti t'isəd.,Now he used his arrow as an extension.,
ʔəst'əd,"It (e.g., cord wood) is stacked in a row.",
ʔəst'ədtəb tiʔəʔ ʔaciɬtalbixʷ,They had the Indians lined up.,
ʔəst'ədalbid kʷi tusʔux̌ʷs ʔal kʷi tusgʷ̌əč'əds tiʔəʔ sləx̌il.,They were shoulder to shoulder as they went in search of the daylight.,
tut'ədalbid əlgʷəʔ.,They lined them up (canoes).,
ʔəst'ədalgʷiɬ tiʔəʔ diʔəʔ sux̌̌əkʼʷtəbs tiʔəʔ qʼilʼbid.,"Side by side is how they have the canoes turned over (upside down, instead of the usual way which is one on top of the other).",
ʔəst'ədt'ədalgʷiɬ,The canoes were lined up side by side.,
ʔəst'ədt'ədalʔtxʷ tiʔəʔ ʔalʔal ʔə tiʔəʔ bəščəb ʔi kawʼqs,The houses of Mink and Raven were side by side.,
ʔust'əkʼʷəb syayus,He's working in the woods.,
ʔəst'əlkʼ tiʔəʔ č'itšads.,Its (king salmon) tail is spotted.,
ʔux̌ʷ čəd ɬut'əlqay,I'm going to soak (the dried fish).,
kʷədad tiʔəʔ qəlx̌ tuast'əlqayʼtxʷ dəxʷuc̕t'usəbs.,She took the dried salmon eggs (which) had been soaking that she used to wash her hair.,
t'əq sqʷšab,thick fog,
ʔəst'əq,It's stuck to something.,
ƛ'uʔaʔdəxʷ ʔal tiʔəʔ diʔəʔ st'qalikʷs,(The beaver) puts it where he plasters.,
ʔəst'qalic̕aʔ čəxʷ,There is something stuck on your clothing.,
t'qiǰəd tiʔəʔ diʔəʔ təqapəds,(The beaver) plasters its dam.,
ʔəst'əqšad čəxʷ,"There is something stuck to your shoe, leg, or foot.",
ʔəst'əqʼ,patched,
ʔut'qʼalgʷiɬ,patch canoe on side or gunnel,
ʔəst'qʼalgʷiɬ,patched canoe side or gunnel,
t'əqʼt'qʼad tiʔiɬ adqʼilʼbid,Patch up your canoe.,
ʔəst'qʼalic̕aʔ čəxʷ,There is something stuck on your clothing.,
ʔudxʷt'qʼalic̕aʔdid tiʔiɬ,Someone stuck something on his clothing.,
ƛ'ut'ət'əqʷabəxʷ tiʔəʔ hud x̌ʷulʼ dxʷʔal kʷədi ǰəsəd ʔə tsi cədiɬ.,The fire crackled and right to her feet snapped the live embers.,
x̌ʷulʼ ʔiɬt'əqʼʷ ʔə tiʔəʔ x̌payəc,just short of (the top of) the cedar tree,
ʔut'əqʼʷtxʷ,He stopped the song.,
ʔugʷət'qʼʷad,He passed out.,
ʔuč'axʷatəb ti stubš ʔə ti st'̌əkʼʷəb gʷəl ʔut'əqʼʷaɬ,The man got hit with a stick and passed out.,
t'əscut dxʷʔal tə hud,Warm yourself by the fire.,
t'əscut ʔə tə hud,Warm yourself by the fire.,
ʔəst'əsəb čəd ʔal tiʔəʔ Hawaii.,I'm wintering in Hawaii.,
t'əsəbaxʷ,It's cold now.,
ʔuƛ'ax̌ tə st'̌əsəb,"autumn (i.e., growing of winter)",
ʔəxʷt'əswičəbəxʷ,with back to the fire,
"ʔaʔ ʔəsləqtəb ʔə tiʔəʔ sčusəd, t'it'ət'əwaʔs.","The stars were listening to them, these stars.",
ʔabst'əx̌ʷšəd tiʔəʔ x̌payʼac gʷəl ʔabsǰəsjbəsəd čəɬ,The cedar has roots and we have feet.,
t'iʔyidəxʷ gʷəl gʷəʔəƛ',Ring it for him to come.,
dəgʷitxʷ kʷi ʔut'iʔalikʷ,You ring the bell.,
t'iʔalikʷyicid,Let him ring it for you.,
dəgʷitxʷ kʷi ʔut'iʔalikʷyid,You ring the bell for him.,
ʔut'ičib,"wade, swim",
ʔut'ičib dxʷdiʔucid ʔə tə stuləkʷ,"He waded, swam across the river.",
yəx̌i ƛ'uut'ičib.,Because he habitually swam.,
ʔusax̌adəxʷ tiʔəʔ ǰəsəds dxʷʔal sxʷiʔs kʷi gʷəsəsix̌ʷicuts ʔal kʷi sət'ičibs ʔal kʷi ʔilgʷiɬ ʔə kʷi x̌ʷəlč.,He scraped his legs so he wouldn't make noise while wading at the edge of the sea.,
ʔut'ičibid,"He swam, waded out after it.",
tudxʷst'ičib čəd,I used to be a swimmer.,
t'iwiɬ čəd,I pray.,
ʔut'igʷid čəd,Thank you.,
ƛ'ut'igʷitəb tiʔəʔ sqəlalitut. t'igʷitəbəxʷ tiʔəʔ sqəlalitut.,He thanks this spirit power. He thanks this spirit power!,
hikʷ st'iʔwiɬ,very religious,
"huy, t'ilibəxʷ tiʔiɬ bibščəb",Then Little Mink sang.,
lət'ilib ʔal tiʔiɬ ʔilgʷiɬ ʔal tiʔəʔ swatixʷtəds əlgʷəʔ,She was going along singing by the shore of their world.,
ƛ'əlc̕ut'ilib čəd ɬuyayusəd,I sing when I work.,
dxʷhaʔɬqid čəxʷ ʔal ti adst'ilib,You have a good voice when you sing.,
gʷəl tiʔəʔəxʷ tiʔiɬ tust'ilibs,And this is what she sang.,
ɬut'ilibəxʷ čələp ʔə kʷi ɬələcuucləp.,You folks will sing (these words) that you will say; These are the words you will sing.,
ʔut'ilibtxʷ čəd,I sang it to him.,
ʔut'ilibtxʷ čəd tiʔiɬ tidtid,I played the radio; I played the phonograph.,
tuəlc̕ut'ilibtubš,He was singing to me.,
ʔut'ilibyid čəd,I sang for him.,
gʷəl lil tiʔəʔ ƛ'ut'ilibilb.,Far away there was someone singing.,
ʔəxʷt'iqʼʷil,river is murky,
šudubəxʷ tiʔəʔ sut'iqʼʷil ʔə tiʔəʔ dəxʷʔa ʔə tiʔəʔ kayu.,They saw smoke there where the corpse was.,
dxʷt'iqʼʷəb ti stulakʷ,The river is murky.,
ʔəxʷt'iqʼʷəb,murky water,
ʔudxʷt'iqʼʷilus čəd,The smoke is in my face.,
ʔut'it'qʼʷalikʷ,smoke just a few fish,
ʔiɬt'isu čəxʷ tulʼʔal ʔəca,You are younger than I (speaking to a sibling or other relative).,
diɬ ʔiɬt'it'isu,the youngest one,
ʔalc̕ut'it'əbtxʷ tə bədaʔs,She's bathing her baby.,
ʔəxʷst'it'əbtxʷəb tə bədaʔs,She wants to bathe her baby.,
ʔuʔux̌ʷ dxʷdiʔi ʔut'it'it'əbiluɬ,He went over there to go swimming.,
ʔəsxʷakʼʷil čəd ʔə ti dst'it'it'əb,I'm tired of swimming.,
ɬuʔux̌ʷ čəɬ ɬut'it'it'əb ʔal kʷi tilʼx̌iʔ,We will go bathing after a while.,
"diɬ tsi sɬadəyʔ cəxʷʔəƛ', tsiʔəʔ ləcut'it'it'əb.","She is the woman I'm coming for, she who is bathing.",
ʔut'ixʷid čəd tiʔiɬ,I brushed (something) off it.,
xʷulʼ čəd ɬut'ixʷid tə dkəkpu,I'll just shake (the dust) off my little coat.,
ʔut'ixʷicut tə sqʷəbayʔ,The dog shook himself off.,
ʔut'ixʷildxʷ čəxʷ,You got it brushed off.,
ƛ'uast'ixʷtxʷ,would keep brushed off,
t'ixʷalic̕aʔc,brush my clothes off while wearing them,
ʔəst'uʔ,(The cloth) has a hole in it.,
ʔut'uc̕ čəd,I got shot.,
qʼčicab tə st'uc̕uds tə sqiqʷəc,He shot the deer with a bow.,
ʔut'uc̕utəb čəd,They shot at me. They shot me.,
qʼčicab tə stuc̕utəbs ʔə tə stubš tə sqigʷəc,The man shot the deer with a bow.,
"ʔut'uc̕utəb čəd, čəda t'uc̕ədub təɬ",They shot at me and they surely hit me.,
"yəx̌i ʔuʔatəbəd tiʔiɬ tuhaʔɬ tudsyaʔyaʔ, ʔal tiʔəʔ tust'uc̕utəbs tiʔəʔ siʔilagʷəp.",Because my good friend had died when stumps were dynamited.,
"ʔukʼʷəƛ'c čəd, čəda t'uc̕dxʷ tiʔiɬ dqʼiqʼilʼbid",I missed and hit my little canoe.,
ʔut'uc̕dxʷ čəd gʷəl tux̌ʷ čəd ʔukʼʷəƛ'c,I shot at it but I missed.,
ʔut'uc̕dub čəd,I got shot (but they weren't necessarily trying to hit me).,
gʷəl lət'uc̕dupəd tiʔiɬ x̌aʔx̌alus buus.,And he shot four raccoons (scattered about as they were).,
t'uc̕iləxʷ,He has shot now.,
t'isəd tə cəxʷt'uc̕il,I shot the arrow.,
ʔut'uc̕il čəd tə qʼčic,I shot the bow.,
ʔut'uc̕iltxʷ čəd tə t'isəd,I shot the arrow.,
dəxʷut'uc̕t'uc̕tubs,what they had been shot with,
t'ugʷəbəxʷ,It is getting dark.,
t'ugʷud tiʔiɬ qʷɬayʔ,Measure that log.,
t'ugʷud ʔəsʔəx̌id kʷi sbaʔwiɬ ʔə ti adqʼilʼbid,Measure how wide your canoe is.,
x̌əɬəxʷ ti ʔəst'ugʷud əlgʷəʔ.,They sort of figured it out.,
ʔalc̕ut'ut'ugʷucut čəd,I'm thinking it over a lot.,
ʔaliləxʷ kʷi gʷəcəxʷt'ukʼʷ,It's time for me to go home.,
ʔut'ukʼʷ,"(Blackberries) have ""gone home"" (dried up on the vine).",
lət'ukʼʷtub ʔə ti dbad tə sqigʷəcaɬc̕iʔ ləsčəbad,My father took the venison home backpacking it.,
gʷat əwə šal ti stubš tut'ukʼʷtubicid tuɬax̌,Who is the man who brought you home last night?,
gʷat əwə šal tiiɬ stubš tut'ukʼʷtxʷ sə skʼʷuy čəɬ tuɬax̌,Who brought our mother home last night?,
x̌aƛ'txʷ čəd gʷədst'ukʼʷtubicid dxʷʔal dswatixʷtəd.,I want to take you home to my country.,
ƛ'alal uʔxʷ gʷəl ləbsad,"Early yet, but it's getting dark.",
ʔəsʔitut uʔxʷ,He's still sleeping.,
ʔuʔ̌əyʼdxʷ uʔxʷ čəxʷ ʔu kʷi ʔalʔal,Have you found a house yet?,
xʷiʔ uʔxʷ gʷədsʔitut.,I still cannot sleep.,
č'ač'as uʔxʷ,very young,
wiwʼsu huʔxʷ,children,
hagʷəxʷ ti tusʔux̌ʷs gʷəl xʷiʔ uʔxʷ gʷəɬčils,He's been gone a long time and hasn't come back yet.,
ʔa huʔxʷ,They are still there.,
xʷiʔ uʔxʷ.,Not yet.,
x̌ʷulʼ sɬadəyʔlucidbid čəxʷ kʷi adsuhaʔləd ɬux̌ahəbəs,You will just call it female when you soothe it when it cries.,
stab kʷi adsdᶻixʷudəq,What is first on your agenda?,
gʷəl diɬ ƛ'ucəxʷux̌alulč ʔal tiʔəʔ diʔəʔ ƛ'udsuhuyud tiʔəʔ basket.,This is what I use to mark with when I make a basket.,
ʔəsx̌idəxʷ ti adsxʷəsx̌əɬulč,Why do you have a stomach ache?,
diɬ səxʷhigʷulč ʔə ti sčətxʷəd,That is why Bear has a big belly.,
siɬ səxʷmiʔmuʔadulč ʔə ti bəčlula,That is why Ant has a small belly.,
x̌aʔx̌aʔ kʷi ɬuadsʔux̌ʷ dxʷʔistəʔulgʷədxʷ yəx̌i x̌aʔx̌aʔ kʷi ʔistəʔulgʷədxʷ gʷəʔux̌ʷəxʷ,Why is it that I am forbidden by the women where I am not to go hunting in that direction?,
sduhubšuɬ čəd,"I am from the Snohomish, I am of the Snohomish.",
ʔudxʷc̕agʷusəb,He washed his (own) face.,
ʔuwahi čəd,I couldn't help it; I feel bad about it.,
ƛ'uwahi tə č'ač'as čəɬ ƛ'udᶻaƛ'əb,Our child made a mistake unintentionally.,
cay hikʷ ti sč'uɬaʔ ʔə tə waqaʔ.,The wáqaʔ has very big leaves.,
qʷuʔ ƛ'uasc̕əp̕ x̌əɬ ti swaqʼas.,The water was stagnant like a (gloss unknown).,
waqʼwaqʼəxʷ ti scutcutəbsəxʷ.,Frog talks and talks.,
ləliʔ swatixʷtəd,"strange land, foreign land",
"qəɬcutəxʷ, qəɬcutəxʷ, gʷədil, gʷədil. hagʷəxʷ tudᶻax̌ tə swatixʷtəd","Wake up! Wake up! Get up! Get up! For a long time this world is moving (i.e., people have been up and about for a long time).",
x̌aƛ'txʷ čəd gʷədst'ukʼʷtubicid dxʷʔal dswatixʷtəd.,I want to take you home to my country.,
čad kʷədiʔ ʔəshaydxʷ əlgʷəʔ qa bəasɬaɬlil bədəč'axʷ swatixʷtəd bəʔaciɬtalbixʷ.,"They knew where a lot of people dwelled, another populated place.",
ʔuʔigʷəɬ čəd tiʔəʔ swətixʷtəd,I was climbing a tree.,
stabaɬ swətixʷtəd,What kind of growing thing or tree is that?,
ləɬaʔ tsiʔəʔ bədaʔs dxʷʔal tiʔəʔ č'italap ʔə tiʔəʔ swətixʷtəd.,Her daughter arrived there near to the foot of a tree.,
gʷəl huy wəliʔ ƛ'uwawʼəxʷ.,And then unabashedly she would take it.,
xʷiʔ gʷəbəsuwawʼəxʷs əlgʷəʔ.,They didn't help themselves (to the hunters' food).,
ƛ'ugʷadil gʷəl bəʔišil dxʷqʼixʷ. wayəxʷ gʷəl luʔucut,They leap (out of the water) and swim upstream and finally they spawn.,
"šwəʔa, wəʔa!",Waaaa.,
ʔa swədəbš tiʔiɬ dəsɬaɬlil,There at Swinomish is where I live.,
tuhuyutəb ʔə tiʔəʔ swəlad tiʔəʔ ʔaciɬtalbixʷ,A promise was made to the people.,
xʷiʔ kʷ dsəswəľəq.,I don't understand (something complicated).,
ləwəliʔəxʷ tə ɬukʷəɬ,The sun appeared.,
ləwəliʔəxʷ tə sɬukʷalb,The moon appeared.,
ʔal ɬax̌ tə ƛ'uswəliʔ ʔə ti sɬukʷalb.,At night the moon appears.,
x̌awʼs tiʔəʔ sɬukʷalb ləwəliʔ.,A new moon is beginning to appear.,
wəliʔ ƛ'uwawʼəxʷ,unabashedly she would take it,
wəliʔ,clearly (there would be),
tuaswəliʔ kʷi dəxʷšukʼʷilqsədəxʷs ʔə tiʔiɬ xʷhudad.,(Nothing) appeared when she grayed their noses with ashes.,
wəliʔ ƛ'ukʼič'icut gʷəʔaʔəs kʷi sʔax̌ʷuʔ šuʔšuƛ'əs.,You can plainly see the clams shooting up water when the tide is out.,
tux̌ʷ yawʼ ɬuʔalil kʷi sləx̌il ɬuswəliʔcid čəɬ dxʷʔal tiʔiɬ adyəlʼyəlab čɬa ɬuwəliʔcut.,It will not be until the day that we show you to your parents that we will reveal ourselves.,
ləwəliʔiləxʷ tiʔiɬ səshuys ʔacuss.,"His face (just as it was) made (by nature) became visible, gradually appeared.",
ɬuadsuwələliʔil,you will be seen once in a (great) while,
xʷqʼəltəd ʔə wəlis,lichen,
cickʼʷ dxʷwəɬəb tiʔiɬ stubš ʔal tiʔiɬ sugʷagʷəds.,The man is very articulate as he speaks.,
bəʔəx̌idəxʷ kʷi ləx̌il kʷi dəxʷwəqʼwəqʼs.,Why is it that the light is blinking?,
xʷədikʷ tiʔəʔ diʔəʔ ləcuʔilid čəd dxʷʔal kʷi gʷəsəsləqdubs ʔə tiʔəʔ stawixʷaɬ dxʷʔal gʷəsəshaydxʷs ʔəsčal tiʔəʔ ƛ'udəxʷwəštəbs tiʔəʔ diʔəʔ dᶻixʷ ƛ'usxʷiʔxʷiʔ ʔə tiʔəʔ dəxʷsxʷiʔxʷiʔ.,Indian teaching is what I am performing here so that our young people can hear and learn how the first catch of the fisherman was distributed (treated).,
huy wəšəbaxʷ tiʔəʔ skʼʷuys ʔə tiʔəʔ ʔudawʼ.,"Then her mother passes it around, this tallow.",
"tiʔəʔ cədiɬ ƛ'uwəwʼqid tə sdatəgʷiʔ, xʷiʔ ləšiqʷ, wəwʼqid","This here wəwʼqi(d) is what they called it, not hat, wəwʼqi(d).",
təbəwihəxʷ sgʷəgʷadads dxʷʔal tiʔəʔ biʔbədaʔs.,(She) really went at it talking to her little offspring.,
təbəwihəxʷ tiʔəʔ scutcuts.,"(She) really went at it, talk-talking.",
xʷiʔ gʷəadswiʔəd,Don't holler!,
xʷiʔ kʷi adswiʔaacəbš,Don't telephone me.,
ʔuwiʔaacəxʷ tiʔəʔ bads ʔi tsə skʼʷuys,He called his father and his mother.,
ʔah ʔu kʷi ʔuwiʔaac čəxʷ ʔəsləqalbut,Is there someone you can call who would understand?,
huy wiʔaacəxʷ tiʔəʔ ʔiišəds.,Then he announced to his people in a loud voice.,
gʷəl x̌ʷulʼ ʔiɬwiʔad.,But he just hollered more.,
tuwix̌ʷəd čəd tiɬ sxʷayʔs,I lost (my) hat.,
wiəxʷbidəxʷ čəd tiʔiɬ tə dsuʔa,I lost it (where) my place is.,
ʔudxʷləxʷwičc,He stabbed me in the back.,
x̌alwič sqʼəbyaʔ,striped skunk,
čəda x̌ʷulʼəxʷ ɬuləst'it'əswičəb ʔal ti ƛ'ushaʔɬil ʔə tə swatixʷtəd.,and I'll just warm my back when the land becomes good (warm).,
dxʷxʷiʔxʷəbwičəbyitəb ʔə kʷsi wəlis kʷədiʔ kʷagʷičəd,Little Green Frog tossed the elk over her back.,
ɬut'it'ilib čəɬa ɬuwihadxʷ.,"We will sing and sing, and then we shall call for a change in weather.",
st'əqxʷ ʔi spilaykʼʷ kʷi tuʔuwihadxʷ gʷəl tuǰac̕ tiʔəʔ swatixʷtəd.,Beaver and River Bullhead called for rain and the earth flooded.,
huy wəhidxʷyidəxʷ tiʔəʔ stiqayuʔ ʔə tiʔəʔ sqʷat.,Now he called on the weather to snow on Wolf.,
xʷiʔ kʷi adswiliqʼʷ,Don't ask!,
ləwiliqʼʷ,he was asking,
ʔuwiliqʼʷid čəd,I asked him.,
wiliqʼʷid əlgʷəʔ tsiʔəʔ ʔalš,They asked (their) sister.,
ɬuwiliqʼʷicid čəd tsi siʔab.,"I'm going to question you, respected one.",
bəwiwiliqʼʷid.,He questioned her again.,
wiliqʼʷitəbəxʷ,He was asked.,
wiliqʼʷtxʷəxʷ əlgʷəʔ,They asked (for her to be their son's bride).,
bələwiwiliqʼʷitəb tiʔəʔ bəščəb,He quizzed Mink again.,
tiʔəʔ wiwʼsu,the children,
wiwʼsu sʔuladxʷ,small fish,
ɬəgʷɬəgʷəlub tə wiwʼsu. ɬəgʷɬəgʷəlub tə wiwʼsu.,Children are left behind. Children are left behind,
wiwiwʼsu sʔuladxʷ,little fish,
tuasxʷaac əlgʷəʔ.,They were stingy for it.,
ʔəsxʷaac tiʔiɬ xʷgʷədgʷatəd.,He is stingy for the language.,
xʷiʔ kʷi sxʷaacləp tsi staləɬləp.,Don't you folks deny your niece.,
ʔəsxʷaacəb čəd,They want my company.,
tuasxʷaʔəb ʔə tiʔiɬ syəyəhub.,The people were possessive (stingy) about that story.,
ƛ'utusəsxʷaʔəb kʼʷəɬ kʷi gʷəsuyəyəhubitid tiʔiɬə.,It is said that there was a possessive reluctance to relate this story generally.,
xʷacad,carry a canoe,
xʷacadəxʷ,carry,
xʷacatəbəxʷ tiʔəʔ sdəxʷiɬ,They carried the hunting canoe.,
ʔuxʷač'əxʷ,It stopped raining.,
tuxʷaac čəd,I didn't permit him to.,
ʔəsxʷaac cə čəgʷas gʷəʔux̌ʷəs dxʷčad,He doesn't want (his) wife to go anywhere.,
ʔəsxʷaac tə sgʷədgʷatəd čəɬ,She's stingy with our language.,
ʔəsxʷaacəbš tə dsč'istxʷ,My husband doesn't want me to do things.,
ʔuxʷaacbicid čəd,I don't want you to.,
tuxʷaac čəd ʔə kʷi gʷəsʔux̌ʷs,I didn't permit him to go.,
tuxʷaac čəd gʷəl x̌ʷulʼ ʔiɬʔux̌ʷ,I told him not to go but still he went.,
ʔəsxʷayid čəd,I don't want him to take it.,
